date,timestamp,type,strike,expiration,contracts,premium,notional_value,unusual,sentiment
2025-10-30,2025-10-30T09:31:00,put,303.0,2025-12-29,766,2.43,186419.98,False,put
2025-10-30,2025-10-30T12:35:00,call,285.0,2025-11-06,1,0.99,99.08,False,call
2025-10-30,2025-10-30T10:51:00,call,286.0,2025-11-29,15,3.3,4946.09,False,call
2025-10-30,2025-10-30T14:56:00,call,267.0,2025-11-13,33,2.34,7725.21,False,call
2025-10-30,2025-10-30T11:00:00,call,294.0,2025-11-06,15,3.57,5359.41,False,call
2025-10-30,2025-10-30T14:37:00,call,306.0,2025-12-29,189,1.41,26589.55,False,call
2025-10-30,2025-10-30T13:00:00,call,277.0,2025-11-13,20,0.65,1304.27,False,call
2025-10-30,2025-10-30T13:30:00,call,264.0,2025-11-02,5,2.94,1470.25,False,call
2025-10-30,2025-10-30T10:05:00,call,277.0,2025-12-29,197,1.71,33738.02,False,call
2025-10-30,2025-10-30T12:43:00,call,310.0,2025-11-06,611,3.77,230044.48,False,call
2025-10-30,2025-10-30T09:39:00,call,286.0,2025-11-06,108,4.74,51241.22,False,call
2025-10-30,2025-10-30T16:05:00,call,301.0,2025-11-06,10,1.25,1251.54,False,call
2025-10-30,2025-10-30T15:11:00,call,301.0,2025-11-02,6,4.8,2878.84,False,call
2025-10-30,2025-10-30T16:53:00,put,303.0,2025-11-06,9,4.63,4167.88,False,put
2025-10-30,2025-10-30T16:58:00,call,288.0,2025-11-29,5,0.86,427.79,False,call
2025-10-30,2025-10-30T14:20:00,put,288.0,2025-11-02,18,3.51,6311.01,False,put
2025-10-30,2025-10-30T10:24:00,put,265.0,2025-12-29,44,1.65,7269.75,False,put
2025-10-30,2025-10-30T13:32:00,call,256.0,2025-11-13,981,2.41,235966.71,False,call
2025-10-30,2025-10-30T09:41:00,call,288.0,2025-12-29,101,2.37,23964.24,False,call
2025-10-30,2025-10-30T11:35:00,call,256.0,2025-12-29,6,1.21,724.04,False,call
2025-10-30,2025-10-30T09:24:00,call,279.0,2025-11-13,32,2.48,7933.61,False,call
2025-10-31,2025-10-31T11:28:00,call,289.0,2025-11-30,39,3.02,11772.69,False,call
2025-10-31,2025-10-31T11:26:00,put,282.0,2025-12-30,78,2.6,20304.62,False,put
2025-10-31,2025-10-31T16:24:00,put,299.0,2025-12-30,177,2.87,50788.85,False,put
2025-10-31,2025-10-31T12:26:00,put,322.0,2025-12-30,974,4.29,417439.23,False,put
2025-10-31,2025-10-31T10:02:00,call,317.0,2025-11-14,3,2.52,757.03,False,call
2025-10-31,2025-10-31T11:28:00,put,334.0,2025-11-14,326,2.82,91950.42,False,put
2025-10-31,2025-10-31T15:51:00,call,318.0,2025-11-03,37,3.3,12219.12,False,call
2025-10-31,2025-10-31T12:27:00,put,314.0,2025-11-03,43,1.78,7651.69,False,put
2025-10-31,2025-10-31T14:22:00,put,307.0,2025-11-03,95,4.94,46950.78,False,put
2025-10-31,2025-10-31T10:33:00,put,302.0,2025-11-30,19,1.15,2185.54,False,put
2025-10-31,2025-10-31T16:11:00,call,299.0,2025-12-30,5,4.83,2417.18,False,call
2025-10-31,2025-10-31T14:57:00,call,319.0,2025-11-03,4,2.1,839.24,False,call
2025-10-31,2025-10-31T16:52:00,put,315.0,2025-11-07,6,1.63,980.36,False,put
2025-10-31,2025-10-31T09:10:00,call,310.0,2025-12-30,4,3.38,1352.55,False,call
2025-10-31,2025-10-31T16:25:00,put,325.0,2025-12-30,824,3.89,320801.66,False,put
2025-10-31,2025-10-31T12:45:00,call,299.0,2025-12-30,27,2.03,5484.76,False,call
2025-10-31,2025-10-31T15:30:00,call,284.0,2025-11-30,69,2.38,16436.64,False,call
2025-10-31,2025-10-31T16:05:00,put,326.0,2025-11-07,30,2.23,6678.61,False,put
2025-10-31,2025-10-31T16:58:00,call,341.0,2025-11-30,44,2.46,10844.42,False,call
2025-10-31,2025-10-31T15:55:00,put,288.0,2025-11-14,15,2.7,4052.22,False,put
2025-10-31,2025-10-31T09:28:00,call,314.0,2025-11-03,171,3.14,53706.86,False,call
2025-10-31,2025-10-31T12:11:00,call,292.0,2025-11-14,262,3.32,86895.44,True,call
2025-10-31,2025-10-31T11:51:00,call,313.0,2025-11-07,24,4.08,9801.9,False,call
2025-10-31,2025-10-31T10:25:00,call,320.0,2025-11-07,302,0.93,28052.88,False,call
2025-10-31,2025-10-31T12:44:00,call,321.0,2025-11-30,311,2.18,67898.3,False,call
2025-10-31,2025-10-31T10:32:00,call,313.0,2025-11-30,153,4.84,74091.54,False,call
2025-10-31,2025-10-31T10:04:00,call,330.0,2025-11-03,33,2.11,6962.5,False,call
2025-10-31,2025-10-31T14:19:00,put,327.0,2025-11-30,687,4.24,290945.56,False,put
2025-10-31,2025-10-31T11:40:00,call,306.0,2025-11-03,14,4.72,6601.41,False,call
2025-10-31,2025-10-31T09:01:00,call,321.0,2025-11-30,70,3.63,25424.72,False,call
2025-10-31,2025-10-31T12:47:00,call,341.0,2025-11-14,97,3.73,36150.91,False,call
2025-10-31,2025-10-31T12:09:00,call,304.0,2025-11-14,88,4.38,38504.32,False,call
2025-10-31,2025-10-31T12:21:00,call,340.0,2025-12-30,374,2.8,104854.45,False,call
2025-10-31,2025-10-31T15:09:00,put,321.0,2025-12-30,36,1.28,4619.63,False,put
2025-10-31,2025-10-31T09:47:00,call,296.0,2025-11-03,1,1.87,186.55,False,call
2025-10-31,2025-10-31T13:31:00,call,292.0,2025-12-30,49,3.5,17143.32,False,call
2025-10-31,2025-10-31T09:38:00,put,328.0,2025-12-30,55,2.67,14710.74,False,put
2025-10-31,2025-10-31T14:51:00,put,310.0,2025-11-03,189,2.52,47580.66,False,put
2025-10-31,2025-10-31T13:01:00,put,332.0,2025-11-03,33,3.17,10472.09,False,put
2025-10-31,2025-10-31T10:08:00,call,301.0,2025-11-30,4,4.86,1943.76,False,call
2025-10-31,2025-10-31T10:01:00,call,296.0,2025-11-07,50,1.83,9144.28,False,call
2025-10-31,2025-10-31T12:21:00,call,314.0,2025-11-14,18,3.11,5592.01,False,call
2025-10-31,2025-10-31T11:59:00,call,285.0,2025-11-14,9,3.95,3558.35,False,call
2025-10-31,2025-10-31T10:08:00,put,287.0,2025-11-07,16,1.29,2069.38,False,put
2025-10-31,2025-10-31T12:04:00,call,319.0,2025-12-30,820,3.02,247302.85,False,call
2025-10-31,2025-10-31T11:30:00,put,295.0,2025-11-14,3,2.34,701.21,False,put
2025-10-31,2025-10-31T10:44:00,call,339.0,2025-11-30,972,3.85,374103.91,False,call
2025-10-31,2025-10-31T12:31:00,call,336.0,2025-11-30,25,2.48,6204.71,False,call
2025-10-31,2025-10-31T15:03:00,call,322.0,2025-11-14,368,3.46,127224.65,False,call
2025-10-31,2025-10-31T12:42:00,put,299.0,2025-11-03,361,4.77,172305.25,False,put
2025-10-31,2025-10-31T13:07:00,call,319.0,2025-12-30,167,3.31,55235.32,False,call
2025-10-31,2025-10-31T15:48:00,put,294.0,2025-11-30,61,2.5,15238.5,False,put
2025-10-31,2025-10-31T13:29:00,call,339.0,2025-12-30,44,1.61,7065.65,False,call
2025-10-31,2025-10-31T12:52:00,put,305.0,2025-11-07,90,2.14,19290.16,False,put
2025-10-31,2025-10-31T14:15:00,call,299.0,2025-11-14,735,2.8,205932.3,False,call
2025-10-31,2025-10-31T15:10:00,call,290.0,2025-11-14,71,4.05,28740.08,False,call
2025-10-31,2025-10-31T10:28:00,call,339.0,2025-11-03,9,2.18,1961.13,False,call
2025-10-31,2025-10-31T09:50:00,put,287.0,2025-11-03,976,0.71,69685.03,False,put
2025-10-31,2025-10-31T15:14:00,put,340.0,2025-11-14,131,4.29,56178.7,False,put
2025-10-31,2025-10-31T09:14:00,put,330.0,2025-11-03,711,1.86,132513.38,False,put
2025-10-31,2025-10-31T12:27:00,call,320.0,2025-11-14,180,4.44,79960.12,False,call
2025-10-31,2025-10-31T12:41:00,call,300.0,2025-12-30,5,2.01,1004.17,False,call
2025-10-31,2025-10-31T11:58:00,put,325.0,2025-11-07,2,3.75,750.68,False,put
2025-10-31,2025-10-31T15:29:00,call,308.0,2025-11-03,2,4.91,981.76,False,call
2025-10-31,2025-10-31T10:57:00,call,294.0,2025-11-07,52,4.74,24636.27,False,call
2025-10-31,2025-10-31T16:19:00,put,326.0,2025-11-30,74,3.39,25111.81,False,put
2025-10-31,2025-10-31T10:50:00,call,285.0,2025-11-14,644,4.68,301230.52,True,call
2025-10-31,2025-10-31T16:23:00,put,301.0,2025-11-14,6,3.4,2042.06,False,put
2025-10-31,2025-10-31T12:14:00,call,298.0,2025-12-30,8,0.65,523.39,False,call
2025-10-31,2025-10-31T14:13:00,call,335.0,2025-12-30,22,1.63,3596.91,False,call
2025-10-31,2025-10-31T16:54:00,put,317.0,2025-11-14,17,1.49,2539.52,False,put
2025-10-31,2025-10-31T16:38:00,call,295.0,2025-11-03,687,2.1,144301.02,False,call
2025-10-31,2025-10-31T15:46:00,call,322.0,2025-12-30,185,2.57,47618.32,False,call
2025-10-31,2025-10-31T10:18:00,put,339.0,2025-11-07,272,3.28,89121.24,True,put
2025-10-31,2025-10-31T09:59:00,put,310.0,2025-11-07,48,4.67,22410.54,False,put
2025-10-31,2025-10-31T09:15:00,call,330.0,2025-11-30,146,4.0,58423.7,False,call
2025-10-31,2025-10-31T12:40:00,put,315.0,2025-11-14,45,4.34,19517.42,False,put
2025-10-31,2025-10-31T13:09:00,call,341.0,2025-11-03,2,0.77,154.38,False,call
2025-10-31,2025-10-31T11:23:00,call,314.0,2025-11-03,52,4.73,24586.47,False,call
2025-10-31,2025-10-31T09:22:00,call,292.0,2025-11-03,102,3.56,36299.58,False,call
2025-10-31,2025-10-31T12:18:00,call,304.0,2025-11-30,28,2.62,7334.58,False,call
2025-10-31,2025-10-31T11:15:00,put,321.0,2025-11-07,271,0.85,23168.02,False,put
2025-10-31,2025-10-31T15:02:00,put,306.0,2025-11-07,29,1.85,5351.25,False,put
2025-10-31,2025-10-31T11:38:00,call,328.0,2025-11-30,588,3.77,221561.91,False,call
2025-10-31,2025-10-31T13:45:00,put,280.0,2025-12-30,128,1.98,25393.05,False,put
2025-10-31,2025-10-31T13:14:00,put,317.0,2025-11-03,293,1.73,50662.57,False,put
2025-10-31,2025-10-31T15:30:00,put,300.0,2025-12-30,25,0.71,1781.64,False,put
2025-10-31,2025-10-31T15:40:00,put,341.0,2025-11-07,470,3.6,169084.75,False,put
2025-10-31,2025-10-31T13:53:00,call,332.0,2025-11-03,18,3.85,6922.1,False,call
2025-10-31,2025-10-31T13:39:00,call,287.0,2025-11-07,2,1.26,251.29,False,call
2025-10-31,2025-10-31T10:41:00,call,303.0,2025-11-30,10,1.19,1185.73,False,call
2025-10-31,2025-10-31T11:15:00,call,337.0,2025-11-03,172,3.48,59812.76,False,call
2025-10-31,2025-10-31T15:07:00,call,315.0,2025-11-07,9,1.23,1104.62,False,call
2025-10-31,2025-10-31T10:11:00,put,325.0,2025-11-14,120,3.28,39314.5,False,put
2025-10-31,2025-10-31T13:46:00,put,326.0,2025-12-30,191,0.76,14496.57,False,put
2025-10-31,2025-10-31T10:45:00,put,321.0,2025-11-07,33,4.78,15769.61,False,put
2025-10-31,2025-10-31T10:58:00,call,330.0,2025-11-07,4,4.38,1753.55,False,call
2025-10-31,2025-10-31T10:10:00,put,323.0,2025-11-03,6,0.62,374.23,False,put
2025-10-31,2025-10-31T09:30:00,put,329.0,2025-11-03,198,1.13,22411.83,False,put
2025-10-31,2025-10-31T12:14:00,call,318.0,2025-11-03,94,2.68,25173.72,False,call
2025-10-31,2025-10-31T13:19:00,put,311.0,2025-11-07,395,4.83,190881.25,False,put
2025-10-31,2025-10-31T12:29:00,put,297.0,2025-11-07,176,1.3,22917.05,False,put
2025-10-31,2025-10-31T11:54:00,put,324.0,2025-11-07,3,1.39,417.96,False,put
2025-10-31,2025-10-31T10:11:00,call,314.0,2025-11-30,959,2.14,205670.16,False,call
2025-10-31,2025-10-31T16:48:00,put,336.0,2025-11-14,10,2.43,2428.26,False,put
2025-10-31,2025-10-31T15:45:00,call,314.0,2025-11-30,28,0.7,1964.91,False,call
2025-10-31,2025-10-31T16:10:00,call,331.0,2025-11-30,2,1.5,299.53,False,call
2025-10-31,2025-10-31T13:42:00,put,289.0,2025-11-03,173,1.0,17214.2,False,put
2025-10-31,2025-10-31T10:01:00,put,310.0,2025-11-07,9,4.81,4325.52,False,put
2025-10-31,2025-10-31T15:20:00,call,333.0,2025-11-07,2,1.01,201.85,False,call
2025-10-31,2025-10-31T15:52:00,call,342.0,2025-12-30,39,1.79,6984.52,False,call
2025-10-31,2025-10-31T15:32:00,call,311.0,2025-12-30,2,3.73,746.13,False,call
2025-10-31,2025-10-31T12:52:00,call,303.0,2025-11-03,562,3.74,210200.34,False,call
2025-10-31,2025-10-31T16:15:00,call,293.0,2025-11-07,3,3.97,1189.81,False,call
2025-10-31,2025-10-31T13:41:00,call,329.0,2025-12-30,7,1.94,1358.78,False,call
2025-10-31,2025-10-31T10:24:00,call,295.0,2025-11-07,63,2.24,14084.18,False,call
2025-10-31,2025-10-31T15:21:00,call,292.0,2025-12-30,189,1.21,22913.31,False,call
2025-10-31,2025-10-31T14:54:00,call,338.0,2025-12-30,463,3.93,181846.69,False,call
2025-10-31,2025-10-31T15:27:00,call,292.0,2025-12-30,45,1.66,7488.41,False,call
2025-10-31,2025-10-31T16:47:00,call,281.0,2025-12-30,4,4.09,1636.32,False,call
2025-10-31,2025-10-31T09:12:00,call,301.0,2025-11-07,6,1.81,1086.9,False,call
2025-10-31,2025-10-31T10:53:00,call,288.0,2025-12-30,100,2.92,29184.57,False,call
2025-10-31,2025-10-31T12:30:00,put,312.0,2025-11-07,116,1.33,15377.44,False,put
2025-10-31,2025-10-31T13:40:00,put,289.0,2025-11-30,45,4.45,20012.15,False,put
2025-10-31,2025-10-31T09:23:00,call,283.0,2025-12-30,103,3.3,34030.62,False,call
2025-10-31,2025-10-31T12:07:00,call,321.0,2025-11-14,30,3.4,10197.9,False,call
2025-10-31,2025-10-31T11:56:00,call,328.0,2025-11-07,446,4.9,218453.52,False,call
2025-10-31,2025-10-31T14:03:00,put,314.0,2025-11-30,10,4.3,4299.22,False,put
2025-10-31,2025-10-31T09:10:00,put,306.0,2025-11-30,8,2.39,1912.89,False,put
2025-10-31,2025-10-31T13:54:00,put,326.0,2025-11-07,123,4.08,50125.97,False,put
2025-10-31,2025-10-31T14:10:00,call,341.0,2025-12-30,9,4.34,3905.74,False,call
2025-10-31,2025-10-31T09:49:00,call,310.0,2025-12-30,2,3.25,649.09,False,call
2025-10-31,2025-10-31T16:36:00,call,318.0,2025-11-03,986,1.44,141965.88,False,call
2025-10-31,2025-10-31T16:33:00,call,315.0,2025-11-14,14,2.5,3505.21,False,call
2025-10-31,2025-10-31T14:13:00,put,309.0,2025-12-30,8,4.29,3432.14,False,put
2025-10-31,2025-10-31T13:31:00,call,330.0,2025-12-30,999,1.23,122563.5,True,call
2025-10-31,2025-10-31T12:47:00,call,336.0,2025-11-14,113,1.09,12331.61,False,call
2025-10-31,2025-10-31T14:38:00,put,335.0,2025-11-14,3,4.28,1283.38,False,put
2025-10-31,2025-10-31T11:43:00,put,301.0,2025-12-30,128,1.46,18723.5,False,put
2025-10-31,2025-10-31T13:46:00,call,306.0,2025-11-30,543,2.43,131889.87,False,call
2025-10-31,2025-10-31T14:55:00,call,327.0,2025-11-30,334,4.48,149797.48,False,call
2025-10-31,2025-10-31T11:28:00,put,327.0,2025-12-30,195,4.29,83739.55,False,put
2025-10-31,2025-10-31T12:19:00,put,325.0,2025-11-07,575,4.7,270211.69,False,put
2025-10-31,2025-10-31T12:13:00,put,285.0,2025-12-30,442,3.53,155881.34,False,put
2025-10-31,2025-10-31T14:00:00,call,325.0,2025-11-03,593,4.76,282424.8,True,call
2025-10-31,2025-10-31T13:53:00,call,294.0,2025-11-14,46,0.75,3431.31,False,call
2025-10-31,2025-10-31T09:20:00,put,312.0,2025-12-30,164,4.85,79595.84,False,put
2025-10-31,2025-10-31T15:12:00,put,327.0,2025-11-14,937,2.76,258175.11,False,put
2025-10-31,2025-10-31T09:26:00,call,315.0,2025-11-03,49,1.34,6584.4,False,call
2025-10-31,2025-10-31T15:43:00,put,301.0,2025-11-14,989,2.14,211815.77,False,put
2025-11-03,2025-11-03T16:28:00,call,327.0,2025-11-17,70,3.93,27508.27,False,call
2025-11-03,2025-11-03T09:56:00,put,339.0,2026-01-02,657,2.05,134563.66,True,put
2025-11-03,2025-11-03T13:36:00,call,354.0,2025-11-17,2,3.09,617.0,False,call
2025-11-03,2025-11-03T15:17:00,call,336.0,2025-11-10,5,2.15,1073.16,False,call
2025-11-03,2025-11-03T14:33:00,put,321.0,2026-01-02,738,1.55,114468.08,False,put
2025-11-03,2025-11-03T13:10:00,call,376.0,2025-11-10,854,3.02,258331.54,False,call
2025-11-03,2025-11-03T16:47:00,call,336.0,2025-11-17,462,4.92,227222.15,False,call
2025-11-03,2025-11-03T14:36:00,put,330.0,2025-11-10,82,4.89,40091.47,False,put
2025-11-03,2025-11-03T16:43:00,call,345.0,2025-11-10,95,1.03,9750.7,False,call
2025-11-03,2025-11-03T09:16:00,call,332.0,2025-11-10,5,2.16,1081.46,False,call
2025-11-03,2025-11-03T09:38:00,put,325.0,2025-11-17,329,2.4,78951.94,False,put
2025-11-03,2025-11-03T11:08:00,call,309.0,2026-01-02,34,1.43,4867.4,False,call
2025-11-03,2025-11-03T13:33:00,call,321.0,2025-12-03,7,3.64,2546.97,False,call
2025-11-03,2025-11-03T13:19:00,call,364.0,2025-11-06,921,4.39,404736.97,False,call
2025-11-03,2025-11-03T12:01:00,put,311.0,2025-11-06,47,0.7,3308.2,False,put
2025-11-03,2025-11-03T10:11:00,call,309.0,2025-11-10,193,4.13,79773.28,False,call
2025-11-03,2025-11-03T13:16:00,call,363.0,2025-11-17,281,2.76,77636.15,False,call
2025-11-03,2025-11-03T14:26:00,put,338.0,2025-11-06,117,0.56,6504.82,False,put
2025-11-03,2025-11-03T12:46:00,put,329.0,2025-12-03,148,3.42,50647.86,False,put
2025-11-03,2025-11-03T16:03:00,call,331.0,2025-11-17,537,4.82,258692.36,False,call
2025-11-03,2025-11-03T11:27:00,call,345.0,2026-01-02,48,2.52,12081.21,False,call
2025-11-03,2025-11-03T11:52:00,call,344.0,2025-11-06,23,1.08,2490.7,False,call
2025-11-03,2025-11-03T11:47:00,put,368.0,2025-12-03,173,3.06,52874.45,False,put
2025-11-03,2025-11-03T15:35:00,call,329.0,2025-11-17,510,3.64,185640.1,False,call
2025-11-03,2025-11-03T15:49:00,call,344.0,2025-11-10,42,0.6,2522.79,False,call
2025-11-03,2025-11-03T12:08:00,call,347.0,2025-11-10,7,1.76,1228.54,False,call
2025-11-03,2025-11-03T13:43:00,call,334.0,2026-01-02,1,0.91,91.12,False,call
2025-11-03,2025-11-03T14:55:00,call,355.0,2025-12-03,101,3.97,40091.23,False,call
2025-11-03,2025-11-03T11:35:00,call,318.0,2025-12-03,691,0.68,46877.05,False,call
2025-11-03,2025-11-03T10:41:00,call,323.0,2025-12-03,5,2.65,1323.62,False,call
2025-11-03,2025-11-03T15:02:00,call,360.0,2025-11-17,26,4.74,12331.4,False,call
2025-11-03,2025-11-03T11:30:00,put,365.0,2025-11-10,727,2.61,189710.99,False,put
2025-11-03,2025-11-03T11:03:00,put,374.0,2026-01-02,10,1.49,1487.21,False,put
2025-11-03,2025-11-03T16:45:00,call,328.0,2025-11-10,1,3.7,370.44,False,call
2025-11-03,2025-11-03T09:47:00,call,339.0,2025-12-03,661,3.46,228536.52,False,call
2025-11-03,2025-11-03T09:22:00,call,329.0,2025-12-03,24,1.43,3434.61,False,call
2025-11-03,2025-11-03T11:15:00,put,346.0,2025-11-17,28,2.85,7989.71,False,put
2025-11-03,2025-11-03T14:49:00,call,376.0,2025-12-03,13,1.51,1961.22,False,call
2025-11-03,2025-11-03T09:56:00,put,309.0,2025-11-17,4,2.45,979.69,False,put
2025-11-03,2025-11-03T15:31:00,put,349.0,2025-11-10,45,1.54,6928.01,False,put
2025-11-03,2025-11-03T16:29:00,call,344.0,2025-11-06,10,4.19,4193.77,False,call
2025-11-03,2025-11-03T16:03:00,call,330.0,2025-11-10,192,4.57,87807.08,False,call
2025-11-03,2025-11-03T12:58:00,call,323.0,2025-11-17,467,2.04,95222.32,False,call
2025-11-03,2025-11-03T13:56:00,put,337.0,2025-12-03,48,3.65,17496.98,False,put
2025-11-03,2025-11-03T10:16:00,put,358.0,2025-12-03,177,0.74,13164.99,False,put
2025-11-03,2025-11-03T16:39:00,call,371.0,2026-01-02,19,1.59,3018.76,False,call
2025-11-03,2025-11-03T11:59:00,put,348.0,2026-01-02,10,0.76,760.96,False,put
2025-11-03,2025-11-03T10:52:00,call,318.0,2025-11-17,6,1.79,1075.08,False,call
2025-11-03,2025-11-03T15:26:00,call,348.0,2025-12-03,47,0.79,3707.57,False,call
2025-11-03,2025-11-03T12:56:00,put,341.0,2025-11-06,608,3.21,195231.81,False,put
2025-11-03,2025-11-03T13:18:00,put,309.0,2025-12-03,34,4.47,15198.01,False,put
2025-11-03,2025-11-03T09:26:00,call,316.0,2025-11-06,5,0.6,298.46,False,call
2025-11-03,2025-11-03T15:22:00,put,344.0,2025-11-06,227,1.24,28218.63,True,put
2025-11-03,2025-11-03T12:38:00,call,367.0,2025-11-17,737,1.31,96307.34,False,call
2025-11-03,2025-11-03T15:39:00,put,327.0,2025-12-03,10,3.48,3484.52,False,put
2025-11-03,2025-11-03T09:09:00,call,326.0,2025-11-10,128,3.85,49331.87,False,call
2025-11-03,2025-11-03T13:52:00,call,375.0,2025-11-17,5,3.15,1575.48,False,call
2025-11-03,2025-11-03T10:34:00,put,375.0,2025-12-03,262,1.76,46166.01,False,put
2025-11-03,2025-11-03T09:10:00,call,309.0,2025-11-06,6,1.34,801.7,False,call
2025-11-03,2025-11-03T10:58:00,put,334.0,2025-11-17,35,4.63,16213.31,False,put
2025-11-03,2025-11-03T12:07:00,call,329.0,2025-11-10,4,4.47,1787.43,False,call
2025-11-03,2025-11-03T12:43:00,call,318.0,2025-11-10,13,2.21,2872.82,False,call
2025-11-03,2025-11-03T14:10:00,call,363.0,2026-01-02,860,2.4,206307.82,False,call
2025-11-03,2025-11-03T15:06:00,call,319.0,2026-01-02,29,4.96,14391.31,False,call
2025-11-03,2025-11-03T09:40:00,call,374.0,2026-01-02,130,1.06,13798.98,False,call
2025-11-03,2025-11-03T11:06:00,call,327.0,2025-11-17,127,2.07,26308.76,False,call
2025-11-03,2025-11-03T16:35:00,call,353.0,2025-11-17,125,1.34,16776.75,False,call
2025-11-03,2025-11-03T15:07:00,call,322.0,2025-11-17,256,4.06,103966.05,False,call
2025-11-03,2025-11-03T12:33:00,call,362.0,2025-11-06,30,3.67,10999.78,False,call
2025-11-03,2025-11-03T14:37:00,call,335.0,2026-01-02,1,3.9,390.09,False,call
2025-11-03,2025-11-03T13:03:00,put,338.0,2026-01-02,24,2.29,5494.41,False,put
2025-11-03,2025-11-03T11:32:00,call,341.0,2025-12-03,26,0.63,1627.32,False,call
2025-11-03,2025-11-03T09:53:00,put,310.0,2025-11-10,97,2.97,28774.31,False,put
2025-11-03,2025-11-03T13:24:00,call,339.0,2025-12-03,5,2.98,1488.87,False,call
2025-11-03,2025-11-03T12:36:00,put,331.0,2025-11-17,6,1.16,698.67,False,put
2025-11-03,2025-11-03T12:32:00,call,347.0,2025-11-06,281,1.0,28195.73,False,call
2025-11-03,2025-11-03T09:39:00,call,353.0,2025-11-10,34,1.62,5514.29,False,call
2025-11-03,2025-11-03T14:33:00,put,339.0,2025-12-03,502,2.45,122924.84,False,put
2025-11-03,2025-11-03T11:52:00,call,319.0,2025-11-17,12,4.45,5338.37,False,call
2025-11-03,2025-11-03T15:10:00,put,375.0,2025-12-03,577,2.66,153681.81,False,put
2025-11-03,2025-11-03T10:09:00,call,344.0,2025-11-17,13,1.38,1793.49,False,call
2025-11-03,2025-11-03T15:28:00,call,354.0,2025-11-17,2,2.74,548.69,False,call
2025-11-03,2025-11-03T13:14:00,call,361.0,2026-01-02,49,4.06,19878.3,False,call
2025-11-03,2025-11-03T16:37:00,put,357.0,2026-01-02,13,3.94,5124.33,False,put
2025-11-03,2025-11-03T13:13:00,put,361.0,2025-11-10,114,2.09,23790.14,False,put
2025-11-03,2025-11-03T14:35:00,put,350.0,2025-11-06,12,1.32,1584.19,False,put
2025-11-03,2025-11-03T13:38:00,put,346.0,2025-11-06,757,3.85,291490.6,False,put
2025-11-03,2025-11-03T13:34:00,put,363.0,2025-11-17,964,3.73,359963.26,False,put
2025-11-03,2025-11-03T12:53:00,put,330.0,2025-11-06,581,4.05,235528.44,False,put
2025-11-03,2025-11-03T16:07:00,call,344.0,2025-11-10,357,2.35,83950.92,False,call
2025-11-03,2025-11-03T12:30:00,call,312.0,2026-01-02,16,2.08,3329.6,False,call
2025-11-03,2025-11-03T15:20:00,put,328.0,2026-01-02,50,2.85,14271.17,False,put
2025-11-03,2025-11-03T11:51:00,put,314.0,2026-01-02,4,4.62,1848.6,False,put
2025-11-03,2025-11-03T11:17:00,call,355.0,2025-11-10,424,2.58,109387.07,False,call
2025-11-03,2025-11-03T16:34:00,call,356.0,2025-11-10,1,1.35,135.32,False,call
2025-11-04,2025-11-04T09:27:00,call,395.0,2025-11-18,9,4.13,3721.43,False,call
2025-11-04,2025-11-04T14:27:00,call,357.0,2025-12-04,9,0.79,715.13,False,call
2025-11-04,2025-11-04T12:54:00,put,333.0,2025-11-11,41,1.28,5228.28,False,put
2025-11-04,2025-11-04T12:55:00,put,334.0,2025-11-07,187,3.05,57046.93,False,put
2025-11-04,2025-11-04T16:05:00,call,365.0,2026-01-03,193,3.5,67537.82,False,call
2025-11-04,2025-11-04T11:40:00,call,354.0,2025-11-18,41,2.73,11211.79,False,call
2025-11-04,2025-11-04T10:40:00,call,403.0,2025-12-04,7,1.44,1005.48,False,call
2025-11-04,2025-11-04T12:03:00,put,366.0,2026-01-03,188,1.64,30818.4,False,put
2025-11-04,2025-11-04T16:22:00,call,376.0,2026-01-03,297,2.22,65924.17,False,call
2025-11-04,2025-11-04T11:04:00,call,344.0,2025-11-18,334,2.26,75589.05,False,call
2025-11-04,2025-11-04T12:49:00,put,381.0,2026-01-03,9,4.96,4463.41,False,put
2025-11-04,2025-11-04T10:51:00,call,334.0,2025-11-18,110,1.56,17115.53,False,call
2025-11-04,2025-11-04T12:19:00,call,403.0,2025-11-07,141,2.35,33066.77,False,call
2025-11-04,2025-11-04T16:01:00,call,367.0,2025-12-04,4,3.96,1582.76,False,call
2025-11-04,2025-11-04T10:44:00,put,377.0,2025-11-18,9,4.07,3664.24,False,put
2025-11-04,2025-11-04T09:37:00,put,396.0,2025-11-07,20,2.16,4310.67,False,put
2025-11-04,2025-11-04T11:38:00,put,379.0,2025-12-04,81,4.67,37849.34,False,put
2025-11-04,2025-11-04T15:15:00,put,370.0,2025-11-11,809,2.56,207473.66,False,put
2025-11-04,2025-11-04T09:28:00,put,341.0,2025-11-18,15,2.09,3140.54,False,put
2025-11-04,2025-11-04T15:51:00,put,374.0,2026-01-03,350,3.61,126321.37,False,put
2025-11-04,2025-11-04T10:33:00,put,377.0,2025-11-18,923,1.98,182627.16,False,put
2025-11-04,2025-11-04T13:44:00,call,395.0,2025-11-07,24,1.39,3327.31,False,call
2025-11-04,2025-11-04T13:25:00,call,333.0,2025-12-04,753,3.17,238644.58,False,call
2025-11-04,2025-11-04T09:07:00,call,357.0,2025-11-07,680,2.98,202317.65,False,call
2025-11-04,2025-11-04T12:08:00,put,366.0,2025-11-11,183,2.24,40996.25,False,put
